Platform,Category,Problem Name,URL,Difficulty,Key Concept,Chapter
LeetCode,Array,2197. Replace Non-Coprime Numbers in Array,https://leetcode.com/problems/replace-non-coprime-numbers-in-array/,Hard,"Array, Math, Stack, Number Theory",2. Basic Geometry
LeetCode,Array,2198. Number of Single Divisor Triplets,https://leetcode.com/problems/number-of-single-divisor-triplets/,Medium,"Array, Counting, Enumeration",2. Basic Geometry
LeetCode,Array,2201. Count Artifacts That Can Be Extracted,https://leetcode.com/problems/count-artifacts-that-can-be-extracted/,Medium,"Array, Hash Table, Simulation",2. Basic Geometry
LeetCode,Array,2202. Maximize the Topmost Element After K Moves,https://leetcode.com/problems/maximize-the-topmost-element-after-k-moves/,Medium,"Array, Greedy",2. Basic Geometry
LeetCode,Array,2206. Divide Array Into Equal Pairs,https://leetcode.com/problems/divide-array-into-equal-pairs/,Easy,"Array, Hash Table, Bit Manipulation, Counting",2. Basic Geometry
LeetCode,Array,2208. Minimum Operations to Halve Array Sum,https://leetcode.com/problems/minimum-operations-to-halve-array-sum/,Medium,"Array, Greedy, Heap (Priority Queue)",2. Basic Geometry
LeetCode,Array,2210. Count Hills and Valleys in an Array,https://leetcode.com/problems/count-hills-and-valleys-in-an-array/,Easy,Array,2. Basic Geometry
LeetCode,Array,2214. Minimum Health to Beat Game,https://leetcode.com/problems/minimum-health-to-beat-game/,Medium,"Array, Greedy",2. Basic Geometry
LeetCode,Array,2215. Find the Difference of Two Arrays,https://leetcode.com/problems/find-the-difference-of-two-arrays/,Easy,"Array, Hash Table",2. Basic Geometry
LeetCode,Array,2216. Minimum Deletions to Make Array Beautiful,https://leetcode.com/problems/minimum-deletions-to-make-array-beautiful/,Medium,"Array, Stack, Greedy",2. Basic Geometry
LeetCode,Array,2217. Find Palindrome With Fixed Length,https://leetcode.com/problems/find-palindrome-with-fixed-length/,Medium,"Array, Math",2. Basic Geometry
LeetCode,Array,2218. Maximum Value of K Coins From Piles,https://leetcode.com/problems/maximum-value-of-k-coins-from-piles/,Hard,"Array, Dynamic Programming, Prefix Sum",2. Basic Geometry
LeetCode,Array,2219. Maximum Sum Score of Array,https://leetcode.com/problems/maximum-sum-score-of-array/,Medium,"Array, Prefix Sum",2. Basic Geometry
LeetCode,Array,2225. Find Players With Zero or One Losses,https://leetcode.com/problems/find-players-with-zero-or-one-losses/,Medium,"Array, Hash Table, Sorting, Counting",2. Basic Geometry
LeetCode,Array,2227. Encrypt and Decrypt Strings,https://leetcode.com/problems/encrypt-and-decrypt-strings/,Hard,"Array, Hash Table, String, Design, Trie",2. Basic Geometry
LeetCode,Array,2229. Check if an Array Is Consecutive,https://leetcode.com/problems/check-if-an-array-is-consecutive/,Easy,"Array, Hash Table, Sorting",2. Basic Geometry
LeetCode,Array,2233. Maximum Product After K Increments,https://leetcode.com/problems/maximum-product-after-k-increments/,Medium,"Array, Greedy, Heap (Priority Queue)",2. Basic Geometry
LeetCode,Array,2237. Count Positions on Street With Required Brightness,https://leetcode.com/problems/count-positions-on-street-with-required-brightness/,Medium,"Array, Prefix Sum",2. Basic Geometry
LeetCode,Array,2239. Find Closest Number to Zero,https://leetcode.com/problems/find-closest-number-to-zero/,Easy,Array,2. Basic Geometry
LeetCode,Array,2241. Design an ATM Machine,https://leetcode.com/problems/design-an-atm-machine/,Medium,"Array, Greedy, Design",2. Basic Geometry
LeetCode,Array,2242. Maximum Score of a Node Sequence,https://leetcode.com/problems/maximum-score-of-a-node-sequence/,Hard,"Array, Graph Theory, Sorting, Enumeration",2. Basic Geometry
LeetCode,Array,2244. Minimum Rounds to Complete All Tasks,https://leetcode.com/problems/minimum-rounds-to-complete-all-tasks/,Medium,"Array, Hash Table, Greedy, Counting",2. Basic Geometry
LeetCode,Dynamic Programming,2247. Maximum Cost of Trip With K Highways,https://leetcode.com/problems/maximum-cost-of-trip-with-k-highways/,Hard,"Dynamic Programming, Bit Manipulation, Graph Theory, Bitmask",2. Basic Geometry
LeetCode,Array,2255. Count Prefixes of a Given String,https://leetcode.com/problems/count-prefixes-of-a-given-string/,Easy,"Array, String",2. Basic Geometry
LeetCode,Array,2256. Minimum Average Difference,https://leetcode.com/problems/minimum-average-difference/,Medium,"Array, Prefix Sum",2. Basic Geometry
LeetCode,Array,2260. Minimum Consecutive Cards to Pick Up,https://leetcode.com/problems/minimum-consecutive-cards-to-pick-up/,Medium,"Array, Hash Table, Sliding Window",2. Basic Geometry
LeetCode,Array,2261. K Divisible Elements Subarrays,https://leetcode.com/problems/k-divisible-elements-subarrays/,Medium,"Array, Hash Table, Trie, Rolling Hash, Hash Function, Enumeration",2. Basic Geometry
LeetCode,Array,2263. Make Array Non-decreasing or Non-increasing,https://leetcode.com/problems/make-array-non-decreasing-or-non-increasing/,Hard,"Array, Dynamic Programming, Greedy, Heap (Priority Queue)",2. Basic Geometry
LeetCode,Array,2270. Number of Ways to Split Array,https://leetcode.com/problems/number-of-ways-to-split-array/,Medium,"Array, Prefix Sum",2. Basic Geometry
LeetCode,Array,2273. Find Resultant Array After Removing Anagrams,https://leetcode.com/problems/find-resultant-array-after-removing-anagrams/,Easy,"Array, Hash Table, String, Sorting",2. Basic Geometry
LeetCode,Array,2274. Maximum Consecutive Floors Without Special Floors,https://leetcode.com/problems/maximum-consecutive-floors-without-special-floors/,Medium,"Array, Sorting",2. Basic Geometry
LeetCode,Array,2275. Largest Combination With Bitwise AND Greater Than Zero,https://leetcode.com/problems/largest-combination-with-bitwise-and-greater-than-zero/,Medium,"Array, Hash Table, Bit Manipulation, Counting",2. Basic Geometry
LeetCode,Array,2279. Maximum Bags With Full Capacity of Rocks,https://leetcode.com/problems/maximum-bags-with-full-capacity-of-rocks/,Medium,"Array, Greedy, Sorting",2. Basic Geometry
LeetCode,Array,2281. Sum of Total Strength of Wizards,https://leetcode.com/problems/sum-of-total-strength-of-wizards/,Hard,"Array, Stack, Monotonic Stack, Prefix Sum",2. Basic Geometry
LeetCode,Array,2284. Sender With Largest Word Count,https://leetcode.com/problems/sender-with-largest-word-count/,Medium,"Array, Hash Table, String, Counting",2. Basic Geometry
LeetCode,Greedy,2285. Maximum Total Importance of Roads,https://leetcode.com/problems/maximum-total-importance-of-roads/,Medium,"Greedy, Graph Theory, Sorting, Heap (Priority Queue)",2. Basic Geometry
LeetCode,Array,2289. Steps to Make Array Non-decreasing,https://leetcode.com/problems/steps-to-make-array-non-decreasing/,Medium,"Array, Linked List, Dynamic Programming, Stack, Monotonic Stack, Simulation",2. Basic Geometry
LeetCode,Array,2291. Maximum Profit From Trading Stocks,https://leetcode.com/problems/maximum-profit-from-trading-stocks/,Medium,"Array, Dynamic Programming",2. Basic Geometry
LeetCode,Array,2293. Min Max Game,https://leetcode.com/problems/min-max-game/,Easy,"Array, Simulation",2. Basic Geometry
LeetCode,Array,2294. Partition Array Such That Maximum Difference Is K,https://leetcode.com/problems/partition-array-such-that-maximum-difference-is-k/,Medium,"Array, Greedy, Sorting",2. Basic Geometry
LeetCode,Array,2295. Replace Elements in an Array,https://leetcode.com/problems/replace-elements-in-an-array/,Medium,"Array, Hash Table, Simulation",2. Basic Geometry
LeetCode,Array,2297. Jump Game VIII,https://leetcode.com/problems/jump-game-viii/,Medium,"Array, Dynamic Programming, Stack, Graph Theory, Monotonic Stack, Shortest Path",2. Basic Geometry
LeetCode,Array,2301. Match Substring After Replacement,https://leetcode.com/problems/match-substring-after-replacement/,Hard,"Array, Hash Table, String, String Matching",2. Basic Geometry
LeetCode,Array,2303. Calculate Amount Paid in Taxes,https://leetcode.com/problems/calculate-amount-paid-in-taxes/,Easy,"Array, Simulation",2. Basic Geometry
LeetCode,Array,2305. Fair Distribution of Cookies,https://leetcode.com/problems/fair-distribution-of-cookies/,Medium,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask",2. Basic Geometry
LeetCode,Array,2306. Naming a Company,https://leetcode.com/problems/naming-a-company/,Hard,"Array, Hash Table, String, Bit Manipulation, Enumeration",2. Basic Geometry
LeetCode,Array,2312. Selling Pieces of Wood,https://leetcode.com/problems/selling-pieces-of-wood/,Hard,"Array, Dynamic Programming, Memoization",2. Basic Geometry
LeetCode,Array,2317. Maximum XOR After Operations ,https://leetcode.com/problems/maximum-xor-after-operations/,Medium,"Array, Math, Bit Manipulation",2. Basic Geometry
LeetCode,Array,2321. Maximum Score Of Spliced Array,https://leetcode.com/problems/maximum-score-of-spliced-array/,Hard,"Array, Dynamic Programming",2. Basic Geometry
LeetCode,Array,2323. Find Minimum Time to Finish All Jobs II,https://leetcode.com/problems/find-minimum-time-to-finish-all-jobs-ii/,Medium,"Array, Greedy, Sorting",2. Basic Geometry
LeetCode,Array,2334. Subarray With Elements Greater Than Varying Threshold,https://leetcode.com/problems/subarray-with-elements-greater-than-varying-threshold/,Hard,"Array, Stack, Union-Find, Monotonic Stack",2. Basic Geometry
LeetCode,Array,2335. Minimum Amount of Time to Fill Cups,https://leetcode.com/problems/minimum-amount-of-time-to-fill-cups/,Easy,"Array, Greedy, Sorting, Heap (Priority Queue)",2. Basic Geometry
LeetCode,Math,2338. Count the Number of Ideal Arrays,https://leetcode.com/problems/count-the-number-of-ideal-arrays/,Hard,"Math, Dynamic Programming, Combinatorics, Number Theory",2. Basic Geometry
LeetCode,Array,2340. Minimum Adjacent Swaps to Make a Valid Array,https://leetcode.com/problems/minimum-adjacent-swaps-to-make-a-valid-array/,Medium,"Array, Greedy",2. Basic Geometry
LeetCode,Array,2341. Maximum Number of Pairs in Array,https://leetcode.com/problems/maximum-number-of-pairs-in-array/,Easy,"Array, Hash Table, Counting",2. Basic Geometry
LeetCode,Array,2342. Max Sum of a Pair With Equal Sum of Digits,https://leetcode.com/problems/max-sum-of-a-pair-with-equal-sum-of-digits/,Medium,"Array, Hash Table, Sorting, Heap (Priority Queue)",2. Basic Geometry
LeetCode,Array,2343. Query Kth Smallest Trimmed Number,https://leetcode.com/problems/query-kth-smallest-trimmed-number/,Medium,"Array, String, Divide and Conquer, Sorting, Heap (Priority Queue), Radix Sort, Quickselect",2. Basic Geometry
LeetCode,Array,2344. Minimum Deletions to Make Array Divisible,https://leetcode.com/problems/minimum-deletions-to-make-array-divisible/,Hard,"Array, Math, Sorting, Heap (Priority Queue), Number Theory",2. Basic Geometry
LeetCode,Array,2345. Finding the Number of Visible Mountains,https://leetcode.com/problems/finding-the-number-of-visible-mountains/,Medium,"Array, Stack, Sorting, Monotonic Stack",2. Basic Geometry
LeetCode,Array,2347. Best Poker Hand,https://leetcode.com/problems/best-poker-hand/,Easy,"Array, Hash Table, Counting",2. Basic Geometry
LeetCode,Array,2348. Number of Zero-Filled Subarrays,https://leetcode.com/problems/number-of-zero-filled-subarrays/,Medium,"Array, Math",2. Basic Geometry
LeetCode,Array,2350. Shortest Impossible Sequence of Rolls,https://leetcode.com/problems/shortest-impossible-sequence-of-rolls/,Hard,"Array, Hash Table, Greedy",2. Basic Geometry
LeetCode,Array,2353. Design a Food Rating System,https://leetcode.com/problems/design-a-food-rating-system/,Medium,"Array, Hash Table, String, Design, Heap (Priority Queue), Ordered Set",2. Basic Geometry
LeetCode,Array,2355. Maximum Number of Books You Can Take,https://leetcode.com/problems/maximum-number-of-books-you-can-take/,Hard,"Array, Dynamic Programming, Stack, Monotonic Stack",2. Basic Geometry
LeetCode,Array,2357. Make Array Zero by Subtracting Equal Amounts,https://leetcode.com/problems/make-array-zero-by-subtracting-equal-amounts/,Easy,"Array, Hash Table, Greedy, Sorting, Heap (Priority Queue), Simulation",2. Basic Geometry
LeetCode,Array,2363. Merge Similar Items,https://leetcode.com/problems/merge-similar-items/,Easy,"Array, Hash Table, Sorting, Ordered Set",2. Basic Geometry
LeetCode,Array,2364. Count Number of Bad Pairs,https://leetcode.com/problems/count-number-of-bad-pairs/,Medium,"Array, Hash Table, Math, Counting",2. Basic Geometry
LeetCode,Array,2365. Task Scheduler II,https://leetcode.com/problems/task-scheduler-ii/,Medium,"Array, Hash Table, Simulation",2. Basic Geometry
LeetCode,Array,2366. Minimum Replacements to Sort the Array,https://leetcode.com/problems/minimum-replacements-to-sort-the-array/,Hard,"Array, Math, Greedy",2. Basic Geometry
LeetCode,Array,2369. Check if There is a Valid Partition For The Array,https://leetcode.com/problems/check-if-there-is-a-valid-partition-for-the-array/,Medium,"Array, Dynamic Programming",2. Basic Geometry
LeetCode,Hash Table,2374. Node With Highest Edge Score,https://leetcode.com/problems/node-with-highest-edge-score/,Medium,"Hash Table, Graph Theory",2. Basic Geometry
LeetCode,Array,2381. Shifting Letters II,https://leetcode.com/problems/shifting-letters-ii/,Medium,"Array, String, Prefix Sum",2. Basic Geometry
LeetCode,Array,2382. Maximum Segment Sum After Removals,https://leetcode.com/problems/maximum-segment-sum-after-removals/,Hard,"Array, Union-Find, Prefix Sum, Ordered Set",2. Basic Geometry
LeetCode,Array,2383. Minimum Hours of Training to Win a Competition,https://leetcode.com/problems/minimum-hours-of-training-to-win-a-competition/,Easy,"Array, Greedy",2. Basic Geometry
LeetCode,Array,2386. Find the K-Sum of an Array,https://leetcode.com/problems/find-the-k-sum-of-an-array/,Hard,"Array, Sorting, Heap (Priority Queue)",2. Basic Geometry
LeetCode,Array,2391. Minimum Amount of Time to Collect Garbage,https://leetcode.com/problems/minimum-amount-of-time-to-collect-garbage/,Medium,"Array, String, Prefix Sum",2. Basic Geometry
LeetCode,Array,2393. Count Strictly Increasing Subarrays,https://leetcode.com/problems/count-strictly-increasing-subarrays/,Medium,"Array, Math, Dynamic Programming",2. Basic Geometry
LeetCode,Array,2395. Find Subarrays With Equal Sum,https://leetcode.com/problems/find-subarrays-with-equal-sum/,Easy,"Array, Hash Table",2. Basic Geometry
LeetCode,Array,2401. Longest Nice Subarray,https://leetcode.com/problems/longest-nice-subarray/,Medium,"Array, Bit Manipulation, Sliding Window",2. Basic Geometry
LeetCode,Array,2402. Meeting Rooms III,https://leetcode.com/problems/meeting-rooms-iii/,Hard,"Array, Hash Table, Sorting, Heap (Priority Queue), Simulation",2. Basic Geometry
LeetCode,Array,2403. Minimum Time to Kill All Monsters,https://leetcode.com/problems/minimum-time-to-kill-all-monsters/,Hard,"Array, Dynamic Programming, Bit Manipulation, Bitmask",2. Basic Geometry
LeetCode,Array,2404. Most Frequent Even Element,https://leetcode.com/problems/most-frequent-even-element/,Easy,"Array, Hash Table, Counting",2. Basic Geometry
LeetCode,Array,2408. Design SQL,https://leetcode.com/problems/design-sql/,Medium,"Array, Hash Table, String, Design",2. Basic Geometry
LeetCode,Array,2412. Minimum Money Required Before Transactions,https://leetcode.com/problems/minimum-money-required-before-transactions/,Hard,"Array, Greedy, Sorting",2. Basic Geometry
LeetCode,Array,2416. Sum of Prefix Scores of Strings,https://leetcode.com/problems/sum-of-prefix-scores-of-strings/,Hard,"Array, String, Trie, Counting",2. Basic Geometry
LeetCode,Array,2418. Sort the People,https://leetcode.com/problems/sort-the-people/,Easy,"Array, Hash Table, String, Sorting",2. Basic Geometry
LeetCode,Array,2419. Longest Subarray With Maximum Bitwise AND,https://leetcode.com/problems/longest-subarray-with-maximum-bitwise-and/,Medium,"Array, Bit Manipulation, Brainteaser",2. Basic Geometry
LeetCode,Array,2420. Find All Good Indices,https://leetcode.com/problems/find-all-good-indices/,Medium,"Array, Dynamic Programming, Prefix Sum",2. Basic Geometry
LeetCode,Array,2421. Number of Good Paths,https://leetcode.com/problems/number-of-good-paths/,Hard,"Array, Hash Table, Tree, Union-Find, Graph Theory, Sorting",2. Basic Geometry
LeetCode,Array,2425. Bitwise XOR of All Pairings,https://leetcode.com/problems/bitwise-xor-of-all-pairings/,Medium,"Array, Bit Manipulation, Brainteaser",2. Basic Geometry
LeetCode,Array,2431. Maximize Total Tastiness of Purchased Fruits,https://leetcode.com/problems/maximize-total-tastiness-of-purchased-fruits/,Medium,"Array, Dynamic Programming",2. Basic Geometry
LeetCode,Array,2432. The Employee That Worked on the Longest Task,https://leetcode.com/problems/the-employee-that-worked-on-the-longest-task/,Easy,Array,2. Basic Geometry
LeetCode,Array,2433. Find The Original Array of Prefix Xor,https://leetcode.com/problems/find-the-original-array-of-prefix-xor/,Medium,"Array, Bit Manipulation",2. Basic Geometry
LeetCode,Hash Table,2434. Using a Robot to Print the Lexicographically Smallest String,https://leetcode.com/problems/using-a-robot-to-print-the-lexicographically-smallest-string/,Medium,"Hash Table, String, Stack, Greedy",2. Basic Geometry
LeetCode,Array,2436. Minimum Split Into Subarrays With GCD Greater Than One,https://leetcode.com/problems/minimum-split-into-subarrays-with-gcd-greater-than-one/,Medium,"Array, Math, Dynamic Programming, Greedy, Number Theory",2. Basic Geometry
LeetCode,Array,2438. Range Product Queries of Powers,https://leetcode.com/problems/range-product-queries-of-powers/,Medium,"Array, Bit Manipulation, Prefix Sum",2. Basic Geometry
LeetCode,Array,2442. Count Number of Distinct Integers After Reverse Operations,https://leetcode.com/problems/count-number-of-distinct-integers-after-reverse-operations/,Medium,"Array, Hash Table, Math, Counting",2. Basic Geometry
LeetCode,Array,2444. Count Subarrays With Fixed Bounds,https://leetcode.com/problems/count-subarrays-with-fixed-bounds/,Hard,"Array, Queue, Sliding Window, Monotonic Queue",2. Basic Geometry
LeetCode,Array,2446. Determine if Two Events Have Conflict,https://leetcode.com/problems/determine-if-two-events-have-conflict/,Easy,"Array, String",2. Basic Geometry
LeetCode,Array,2447. Number of Subarrays With GCD Equal to K,https://leetcode.com/problems/number-of-subarrays-with-gcd-equal-to-k/,Medium,"Array, Math, Number Theory",2. Basic Geometry
LeetCode,Array,2449. Minimum Number of Operations to Make Arrays Similar,https://leetcode.com/problems/minimum-number-of-operations-to-make-arrays-similar/,Hard,"Array, Greedy, Sorting",2. Basic Geometry
LeetCode,Array,2451. Odd String Difference,https://leetcode.com/problems/odd-string-difference/,Easy,"Array, Hash Table, String",2. Basic Geometry
LeetCode,Array,2452. Words Within Two Edits of Dictionary,https://leetcode.com/problems/words-within-two-edits-of-dictionary/,Medium,"Array, String, Trie",2. Basic Geometry
LeetCode,Array,2453. Destroy Sequential Targets,https://leetcode.com/problems/destroy-sequential-targets/,Medium,"Array, Hash Table, Counting",2. Basic Geometry
LeetCode,Array,2455. Average Value of Even Numbers That Are Divisible by Three,https://leetcode.com/problems/average-value-of-even-numbers-that-are-divisible-by-three/,Easy,"Array, Math",2. Basic Geometry
LeetCode,Array,2456. Most Popular Video Creator,https://leetcode.com/problems/most-popular-video-creator/,Medium,"Array, Hash Table, String, Sorting, Heap (Priority Queue)",2. Basic Geometry
LeetCode,Array,2459. Sort Array by Moving Items to Empty Space,https://leetcode.com/problems/sort-array-by-moving-items-to-empty-space/,Hard,"Array, Hash Table, Sorting",2. Basic Geometry
LeetCode,Array,2461. Maximum Sum of Distinct Subarrays With Length K,https://leetcode.com/problems/maximum-sum-of-distinct-subarrays-with-length-k/,Medium,"Array, Hash Table, Sliding Window",2. Basic Geometry
LeetCode,Array,2464. Minimum Subarrays in a Valid Split,https://leetcode.com/problems/minimum-subarrays-in-a-valid-split/,Medium,"Array, Math, Dynamic Programming, Number Theory",2. Basic Geometry
LeetCode,Array,2470. Number of Subarrays With LCM Equal to K,https://leetcode.com/problems/number-of-subarrays-with-lcm-equal-to-k/,Medium,"Array, Math, Number Theory",2. Basic Geometry
LeetCode,Array,2473. Minimum Cost to Buy Apples,https://leetcode.com/problems/minimum-cost-to-buy-apples/,Medium,"Array, Graph Theory, Heap (Priority Queue), Shortest Path",2. Basic Geometry
LeetCode,Database,2474. Customers With Strictly Increasing Purchases,https://leetcode.com/problems/customers-with-strictly-increasing-purchases/,Hard,Database,2. Basic Geometry
LeetCode,Array,2475. Number of Unequal Triplets in Array,https://leetcode.com/problems/number-of-unequal-triplets-in-array/,Easy,"Array, Hash Table, Sorting",2. Basic Geometry
LeetCode,Array,2488. Count Subarrays With Median K,https://leetcode.com/problems/count-subarrays-with-median-k/,Hard,"Array, Hash Table, Prefix Sum",2. Basic Geometry
LeetCode,Database,2494. Merge Overlapping Events in the Same Hall,https://leetcode.com/problems/merge-overlapping-events-in-the-same-hall/,Hard,Database,2. Basic Geometry
LeetCode,Array,2495. Number of Subarrays Having Even Product,https://leetcode.com/problems/number-of-subarrays-having-even-product/,Medium,"Array, Math, Dynamic Programming",2. Basic Geometry
LeetCode,Array,2496. Maximum Value of a String in an Array,https://leetcode.com/problems/maximum-value-of-a-string-in-an-array/,Easy,"Array, String",2. Basic Geometry
LeetCode,Array,2497. Maximum Star Sum of a Graph,https://leetcode.com/problems/maximum-star-sum-of-a-graph/,Medium,"Array, Greedy, Graph Theory, Sorting, Heap (Priority Queue)",2. Basic Geometry
LeetCode,Array,2499. Minimum Total Cost to Make Arrays Unequal,https://leetcode.com/problems/minimum-total-cost-to-make-arrays-unequal/,Hard,"Array, Hash Table, Greedy, Counting",2. Basic Geometry
LeetCode,Array,2502. Design Memory Allocator,https://leetcode.com/problems/design-memory-allocator/,Medium,"Array, Hash Table, Design, Simulation",2. Basic Geometry
LeetCode,Array,2505. Bitwise OR of All Subsequence Sums,https://leetcode.com/problems/bitwise-or-of-all-subsequence-sums/,Medium,"Array, Math, Bit Manipulation, Brainteaser, Prefix Sum",2. Basic Geometry
LeetCode,Array,2506. Count Pairs Of Similar Strings,https://leetcode.com/problems/count-pairs-of-similar-strings/,Easy,"Array, Hash Table, String, Bit Manipulation, Counting",2. Basic Geometry
LeetCode,Hash Table,2508. Add Edges to Make Degrees of All Nodes Even,https://leetcode.com/problems/add-edges-to-make-degrees-of-all-nodes-even/,Hard,"Hash Table, Graph Theory",2. Basic Geometry
LeetCode,Array,2509. Cycle Length Queries in a Tree,https://leetcode.com/problems/cycle-length-queries-in-a-tree/,Hard,"Array, Tree, Binary Tree",2. Basic Geometry
LeetCode,Array,2512. Reward Top K Students,https://leetcode.com/problems/reward-top-k-students/,Medium,"Array, Hash Table, String, Sorting, Heap (Priority Queue)",2. Basic Geometry
LeetCode,Array,2518. Number of Great Partitions,https://leetcode.com/problems/number-of-great-partitions/,Hard,"Array, Dynamic Programming",2. Basic Geometry
LeetCode,Array,2521. Distinct Prime Factors of Product of Array,https://leetcode.com/problems/distinct-prime-factors-of-product-of-array/,Medium,"Array, Hash Table, Math, Number Theory",2. Basic Geometry
LeetCode,Array,2524. Maximum Frequency Score of a Subarray,https://leetcode.com/problems/maximum-frequency-score-of-a-subarray/,Hard,"Array, Hash Table, Math, Stack, Sliding Window",2. Basic Geometry
LeetCode,Array,2527. Find Xor-Beauty of Array,https://leetcode.com/problems/find-xor-beauty-of-array/,Medium,"Array, Math, Bit Manipulation",2. Basic Geometry
LeetCode,Array,2530. Maximal Score After Applying K Operations,https://leetcode.com/problems/maximal-score-after-applying-k-operations/,Medium,"Array, Greedy, Heap (Priority Queue)",2. Basic Geometry
LeetCode,Array,2532. Time to Cross a Bridge,https://leetcode.com/problems/time-to-cross-a-bridge/,Hard,"Array, Heap (Priority Queue), Simulation",2. Basic Geometry
LeetCode,Array,2534. Time Taken to Cross the Door,https://leetcode.com/problems/time-taken-to-cross-the-door/,Hard,"Array, Queue, Simulation",2. Basic Geometry
LeetCode,Array,2535. Difference Between Element Sum and Digit Sum of an Array,https://leetcode.com/problems/difference-between-element-sum-and-digit-sum-of-an-array/,Easy,"Array, Math",2. Basic Geometry
LeetCode,Array,2537. Count the Number of Good Subarrays,https://leetcode.com/problems/count-the-number-of-good-subarrays/,Medium,"Array, Hash Table, Sliding Window",2. Basic Geometry
LeetCode,Array,2541. Minimum Operations to Make Array Equal II,https://leetcode.com/problems/minimum-operations-to-make-array-equal-ii/,Medium,"Array, Math, Greedy",2. Basic Geometry
LeetCode,Array,2542. Maximum Subsequence Score,https://leetcode.com/problems/maximum-subsequence-score/,Medium,"Array, Greedy, Sorting, Heap (Priority Queue)",2. Basic Geometry
LeetCode,Array,2547. Minimum Cost to Split an Array,https://leetcode.com/problems/minimum-cost-to-split-an-array/,Hard,"Array, Hash Table, Dynamic Programming, Counting",2. Basic Geometry
LeetCode,Array,2548. Maximum Price to Fill a Bag,https://leetcode.com/problems/maximum-price-to-fill-a-bag/,Medium,"Array, Greedy, Sorting",2. Basic Geometry
LeetCode,Array,2549. Count Distinct Numbers on Board,https://leetcode.com/problems/count-distinct-numbers-on-board/,Easy,"Array, Hash Table, Math, Simulation",2. Basic Geometry
LeetCode,Array,2551. Put Marbles in Bags,https://leetcode.com/problems/put-marbles-in-bags/,Hard,"Array, Greedy, Sorting, Heap (Priority Queue)",2. Basic Geometry
LeetCode,Array,2552. Count Increasing Quadruplets,https://leetcode.com/problems/count-increasing-quadruplets/,Hard,"Array, Dynamic Programming, Binary Indexed Tree, Enumeration, Prefix Sum",2. Basic Geometry
LeetCode,Array,2553. Separate the Digits in an Array,https://leetcode.com/problems/separate-the-digits-in-an-array/,Easy,"Array, Simulation",2. Basic Geometry
LeetCode,Array,2558. Take Gifts From the Richest Pile,https://leetcode.com/problems/take-gifts-from-the-richest-pile/,Easy,"Array, Heap (Priority Queue), Simulation",2. Basic Geometry
LeetCode,Array,2559. Count Vowel Strings in Ranges,https://leetcode.com/problems/count-vowel-strings-in-ranges/,Medium,"Array, String, Prefix Sum",2. Basic Geometry
LeetCode,Array,2561. Rearranging Fruits,https://leetcode.com/problems/rearranging-fruits/,Hard,"Array, Hash Table, Greedy, Sort",2. Basic Geometry
LeetCode,Array,2564. Substring XOR Queries,https://leetcode.com/problems/substring-xor-queries/,Medium,"Array, Hash Table, String, Bit Manipulation",2. Basic Geometry
LeetCode,Math,2566. Maximum Difference by Remapping a Digit,https://leetcode.com/problems/maximum-difference-by-remapping-a-digit/,Easy,"Math, Greedy",2. Basic Geometry
LeetCode,Array,2567. Minimum Score by Changing Two Elements,https://leetcode.com/problems/minimum-score-by-changing-two-elements/,Medium,"Array, Greedy, Sorting",2. Basic Geometry
LeetCode,Array,2568. Minimum Impossible OR,https://leetcode.com/problems/minimum-impossible-or/,Medium,"Array, Bit Manipulation, Brainteaser",2. Basic Geometry
LeetCode,Array,2574. Left and Right Sum Differences,https://leetcode.com/problems/left-and-right-sum-differences/,Easy,"Array, Prefix Sum",2. Basic Geometry
LeetCode,Array,2575. Find the Divisibility Array of a String,https://leetcode.com/problems/find-the-divisibility-array-of-a-string/,Medium,"Array, Math, String",2. Basic Geometry
LeetCode,Array,2580. Count Ways to Group Overlapping Ranges,https://leetcode.com/problems/count-ways-to-group-overlapping-ranges/,Medium,"Array, Sorting",2. Basic Geometry
LeetCode,Array,2584. Split the Array to Make Coprime Products,https://leetcode.com/problems/split-the-array-to-make-coprime-products/,Hard,"Array, Hash Table, Math, Number Theory",2. Basic Geometry
LeetCode,Array,2586. Count the Number of Vowel Strings in Range,https://leetcode.com/problems/count-the-number-of-vowel-strings-in-range/,Easy,"Array, String, Counting",2. Basic Geometry
LeetCode,Array,2587. Rearrange Array to Maximize Prefix Score,https://leetcode.com/problems/rearrange-array-to-maximize-prefix-score/,Medium,"Array, Greedy, Sorting, Prefix Sum",2. Basic Geometry
LeetCode,Array,2588. Count the Number of Beautiful Subarrays,https://leetcode.com/problems/count-the-number-of-beautiful-subarrays/,Medium,"Array, Hash Table, Bit Manipulation, Prefix Sum",2. Basic Geometry
LeetCode,Array,2590. Design a Todo List,https://leetcode.com/problems/design-a-todo-list/,Medium,"Array, Hash Table, String, Design, Sorting",2. Basic Geometry
LeetCode,Array,2593. Find Score of an Array After Marking All Elements,https://leetcode.com/problems/find-score-of-an-array-after-marking-all-elements/,Medium,"Array, Hash Table, Sorting, Heap (Priority Queue), Simulation",2. Basic Geometry
LeetCode,Array,2597. The Number of Beautiful Subsets,https://leetcode.com/problems/the-number-of-beautiful-subsets/,Medium,"Array, Hash Table, Math, Dynamic Programming, Backtracking, Sorting, Combinatorics",2. Basic Geometry
